Execucao em 19/12/2025 22:25
0;0.74004045;0.66870600
1;0.64113939;0.64211581
2;0.61844035;0.63307815
3;0.60724669;0.62774634
4;0.59935202;0.62037374
5;0.59438233;0.61702374
6;0.59003292;0.61375403
7;0.58656577;0.61531550
8;0.58380302;0.61727981
9;0.58188967;0.61264470
10;0.57926361;0.61377989
11;0.57839486;0.61265458
12;0.57584583;0.61517910
13;0.57520057;0.61181973
14;0.57365625;0.61043793
15;0.57222665;0.61424163
16;0.57187225;0.61001103
17;0.57154800;0.61150584
18;0.56960816;0.61217483
19;0.56892537;0.61152372
20;0.56778394;0.61669355
21;0.56795641;0.61167866
22;0.56669247;0.61154144
23;0.56633402;0.61173010
24;0.56619864;0.61104034
25;0.56596753;0.61123060
26;0.56491045;0.61474948
27;0.56558357;0.61305498
28;0.56472534;0.61486254
29;0.56410994;0.61302885
30;0.56367122;0.61457341
31;0.56299821;0.61456884
32;0.56337516;0.61335043
33;0.56261312;0.61675173
34;0.56303904;0.61445322
35;0.56209620;0.61559902
36;0.56213526;0.61362200
0;0.75339144;0.66440738
1;0.64129007;0.63496175
2;0.61811686;0.62325983
3;0.60662050;0.61872974
4;0.59919496;0.61918361
5;0.59396920;0.61917461
6;0.59015065;0.61032906
7;0.58663110;0.61085904
8;0.58451896;0.61189912
9;0.58194640;0.61019614
10;0.57999200;0.61041153
11;0.57840281;0.61207217
12;0.57739227;0.61187093
13;0.57567955;0.60938531
14;0.57503072;0.60860231
15;0.57342570;0.60923357
16;0.57264092;0.60775153
17;0.57127788;0.61064947
18;0.57134904;0.61726773
19;0.57093202;0.61217942
20;0.56971752;0.60967526
21;0.56871669;0.60812530
22;0.56819248;0.60871277
23;0.56811211;0.60788184
24;0.56739650;0.61141691
25;0.56661340;0.60676172
26;0.56635135;0.60867014
27;0.56627737;0.61105076
28;0.56570984;0.60734477
29;0.56520523;0.61032467
30;0.56557351;0.61212572
31;0.56459946;0.61262699
32;0.56437497;0.60947991
33;0.56397368;0.60557168
34;0.56345570;0.60784962
35;0.56335018;0.60820639
36;0.56332568;0.61054737
37;0.56357696;0.60915002
38;0.56272118;0.61503179
39;0.56225599;0.60972537
40;0.56273410;0.60992392
41;0.56258111;0.61205823
42;0.56174928;0.60943826
43;0.56245306;0.60833054
44;0.56147924;0.61044126
45;0.56176176;0.61042312
46;0.56090492;0.61105612
47;0.56094184;0.61233431
48;0.56149830;0.60978522
49;0.56092092;0.61276949
50;0.56052674;0.61380840
51;0.56112876;0.61581851
52;0.56111366;0.61626058
53;0.56068093;0.61299622
0;0.73178485;0.68118627
1;0.63536939;0.66068286
2;0.61326138;0.64314438
3;0.60215961;0.64241588
4;0.59585389;0.63773836
5;0.58993304;0.63525245
6;0.58503862;0.63569332
7;0.58256927;0.63450307
8;0.58008254;0.63133810
9;0.57727032;0.63150298
10;0.57520645;0.63386766
11;0.57381542;0.62981768
12;0.57256435;0.63428079
13;0.57079392;0.62963906
14;0.56984114;0.62907008
15;0.56794972;0.63380304
16;0.56776601;0.63228833
17;0.56647651;0.62873606
18;0.56525271;0.63309645
19;0.56571685;0.63024238
20;0.56415381;0.63099388
21;0.56426907;0.63139765
22;0.56288283;0.63249815
23;0.56233400;0.63545197
24;0.56187194;0.63253055
25;0.56146321;0.63202946
26;0.56105784;0.63642807
27;0.56090583;0.63248726
28;0.56044543;0.63318133
29;0.55941065;0.63765666
30;0.55980275;0.63636328
31;0.55869706;0.63409338
32;0.55869609;0.63893918
33;0.55924924;0.63380916
34;0.55787019;0.63488701
35;0.55788540;0.63941200
36;0.55816625;0.63392791
37;0.55715424;0.63621335
0;0.74595488;0.66823927
1;0.64165273;0.63786829
2;0.61910849;0.63480133
3;0.60725273;0.62791346
4;0.59920436;0.62042567
5;0.59394258;0.62001106
6;0.58983920;0.61855752
7;0.58652360;0.61731209
8;0.58304051;0.61719035
9;0.58150079;0.61530513
10;0.57905116;0.62047604
11;0.57792460;0.61792000
12;0.57570359;0.61476548
13;0.57472721;0.61339375
14;0.57410790;0.61345989
15;0.57233100;0.61363607
16;0.57126910;0.61874155
17;0.57039593;0.61520197
18;0.56971648;0.61478912
19;0.56880809;0.62327512
20;0.56857733;0.61452613
21;0.56694656;0.61593982
22;0.56695760;0.61902769
23;0.56655671;0.61472567
24;0.56577128;0.61661051
25;0.56536404;0.61524915
26;0.56518031;0.61820320
27;0.56415557;0.62089709
28;0.56361544;0.61349788
29;0.56311425;0.61937192
30;0.56324801;0.61961056
31;0.56322331;0.61933252
32;0.56290065;0.61483479
33;0.56215478;0.61725983
0;0.74781694;0.66946164
1;0.64213474;0.64659494
2;0.61896646;0.63025913
3;0.60660919;0.62571506
4;0.59881311;0.62485922
5;0.59373201;0.62611809
6;0.58985121;0.62183618
7;0.58627483;0.61790371
8;0.58331538;0.61806268
9;0.58122415;0.61550418
10;0.57873418;0.61965241
11;0.57672091;0.62179789
12;0.57579419;0.61956359
13;0.57426509;0.61894440
14;0.57341378;0.61705284
15;0.57214288;0.62061648
16;0.57135295;0.61745845
17;0.56966913;0.61595815
18;0.56906713;0.61916777
19;0.56810165;0.62044938
20;0.56710184;0.61933206
21;0.56730971;0.61817216
22;0.56657760;0.62312123
23;0.56597001;0.61994535
24;0.56555818;0.61816466
25;0.56460520;0.61746388
26;0.56480621;0.62489132
27;0.56357605;0.62485437
28;0.56345242;0.62361905
29;0.56330448;0.62876161
