Execucao em 19/12/2025 22:25
0;0.82038736;0.71127400
1;0.72757195;0.70018097
2;0.72008107;0.69629358
3;0.71665042;0.69386759
4;0.71467608;0.69262677
5;0.71346653;0.69177294
6;0.71259520;0.69127626
7;0.71187877;0.69090273
8;0.71136711;0.69065203
9;0.71099589;0.69025900
10;0.71060197;0.69012233
11;0.71042621;0.68987599
12;0.71011252;0.68968145
13;0.70989826;0.68964208
14;0.70981184;0.68944331
15;0.70952062;0.68934016
16;0.70939356;0.68914747
17;0.70924823;0.68910915
18;0.70908927;0.68921894
19;0.70897969;0.68899046
20;0.70887370;0.68901462
21;0.70871928;0.68896298
22;0.70857182;0.68873624
23;0.70852869;0.68888760
24;0.70832932;0.68878392
25;0.70832317;0.68852869
26;0.70824682;0.68849624
27;0.70806454;0.68857011
28;0.70798543;0.68847257
29;0.70794624;0.68839663
30;0.70784918;0.68820864
31;0.70775326;0.68825133
32;0.70768220;0.68814746
33;0.70754245;0.68814518
34;0.70754481;0.68810516
35;0.70740539;0.68799401
36;0.70734815;0.68792077
37;0.70718076;0.68792213
38;0.70717921;0.68783184
39;0.70708003;0.68791978
40;0.70698651;0.68782900
41;0.70685859;0.68770913
42;0.70674934;0.68778485
43;0.70679467;0.68765898
44;0.70664809;0.68757130
45;0.70662526;0.68754958
46;0.70642113;0.68744088
47;0.70633795;0.68745436
48;0.70632470;0.68745029
49;0.70632654;0.68738644
50;0.70619729;0.68753075
51;0.70600366;0.68728080
52;0.70607660;0.68722246
53;0.70588091;0.68728157
54;0.70587549;0.68708414
55;0.70589783;0.68710902
56;0.70574363;0.68704022
57;0.70570041;0.68710176
58;0.70552337;0.68695372
59;0.70544410;0.68704966
60;0.70546093;0.68697358
61;0.70540069;0.68697240
62;0.70530530;0.68681597
63;0.70515994;0.68684673
64;0.70511580;0.68677774
65;0.70508658;0.68677800
66;0.70497198;0.68686152
67;0.70494623;0.68675735
68;0.70480990;0.68670579
69;0.70485669;0.68670969
70;0.70469327;0.68667789
71;0.70462946;0.68666695
72;0.70457972;0.68657300
73;0.70455264;0.68654618
74;0.70448978;0.68662581
75;0.70446286;0.68654319
76;0.70438400;0.68655200
77;0.70429257;0.68656507
78;0.70418939;0.68647312
79;0.70414506;0.68644809
80;0.70419447;0.68649088
81;0.70406662;0.68640073
82;0.70406436;0.68642369
83;0.70394768;0.68645954
84;0.70390291;0.68634016
85;0.70384488;0.68631994
86;0.70377488;0.68636501
87;0.70377120;0.68629829
88;0.70365877;0.68628920
89;0.70360577;0.68632683
90;0.70348717;0.68630737
91;0.70356236;0.68620100
92;0.70355377;0.68625548
93;0.70331443;0.68617456
94;0.70336542;0.68613752
95;0.70326829;0.68620805
96;0.70326927;0.68613623
97;0.70323711;0.68610256
98;0.70314052;0.68611781
99;0.70314236;0.68606297
0;0.74543154;0.70343020
1;0.72370169;0.69576137
2;0.71864903;0.69311021
3;0.71646092;0.69204430
